uniprot_id,class
P15391,False
P02100,False
P13639,True
P04278,True
P12063,True
O00338,False
P12955,False
P05696,False
O75317,False
O95393,False
Q3E7X9,True
Q7YQK6,True
P32856,True
P15926,False
O75717,False
P07395,False
Q99816,True
P0CY29,False
Q13404,True
P0ABB4,False
O60341,True
P04911,False
P27278,True
P0C0N1,True
Q9V4S8,True
P0AEY8,False
P61254,True
O17670,True
P08048,False
P10826,False
P04370,False
Q9Z0E3,True
P0CG47,True
P14618,True
P39533,True
P62837,True
Q75NZ0,True
Q8N0Z3,True
P37231,True
P53350,True
C6KRN1,False
P00942,False
P51948,True
A8AWA0,True
P56192,True
P19926,False
Q42525,True
Q9VD72,True
P01579,False
O95704,False
P0A3J0,True
P0A0M0,False
Q9Y4K3,True
O00463,False
Q13480,True
P01501,False
P00546,True
P68777,True
P60174,True
P20937,False
O75716,False
P07814,True
P0ADS2,False
A0A0D1DWQ2,False
Q6ZU80,True
O08604,False
Q13501,True
Q15046,True
O08583,False
P0A6Y1,False
P91883,True
Q8LK65,True
P59159,True
O33283,False
Q9UNE7,True
O15264,False
D9I2F9,False
O43559,False
P0AE88,False
P0AFF6,False
Q8G6D6,True
O08807,False
P21981,True
Q00613,True
Q12904,True
P68104,True
P23256,True
P16568,False
Q8G879,True
Q15637,True
O60568,True
P16152,False
P02511,True
P29350,True
P43593,True
O94444,False
P25911,True
P0ABC7,False
P04818,True
P13299,True
Q97QS2,True
Q96EZ8,True
P31294,True
P08318,False
O75031,False
Q96AP0,True
Q8N960,True
P41797,True
P00330,True
O43639,True
P08638,False
Q59NQ5,True
Q12629,True
P03952,False
Q16543,True
P50552,True
P09237,False
Q00987,True
O14036,False
Q9NQ66,True
P08168,False
P60520,True
P04053,False
P68400,True
P62913,True
P0A6F1,False
P0A7R5,True
P0A964,False
P59240,True
Q9Y6I3,True
P0A7V8,True
P03375,False
O34002,False
P10443,False
P61964,True
O22793,False
P04806,False
P04807,True
P02746,False
O88951,False
O76054,False
P03485,False
P54786,True
O43614,False
O58966,False
P61086,True
P0ADY3,True
P33421,True
B9VJ59,True
P98170,True
P13232,False
A0A1F1EC06,True
Q08379,True
Q8E4T9,True
P00191,False
Q95U89,True
P09032,False
P11229,False
P19784,False
Q13951,True
P03880,True
P09326,False
Q06124,True
P20065,False
Q383B2,True
P48415,True
P16143,True
P18065,False
O74499,False
P01586,False
P03957,True
Q92734,True
P00257,False
P49710,True
P08171,False
P00568,False
O43255,False
Q9NDG0,True
Q14103,True
A0A125WDU3,True
P18545,False
O08547,False
P0AFL3,False
Q8X1X3,True
P78362,True
P52286,True
P00004,True
P62799,True
O00757,False
A6ND01,False
P07358,False
Q15154,True
P18075,False
O00222,False
P48962,True
P03255,False
Q7L5D6,True
P17562,False
Q9UMS4,True
D5GYN9,True
O08603,False
P08134,False
O43432,False
Q06208,True
A8J7F6,True
P18291,False
A0A0E0UUG2,True
O95834,False
Q9UKG1,True
F4JW79,False
A1Z1Q3,False
Q9CZD3,True
Q6P9J9,True
Q8N8N0,True
P07363,False
C8VTS4,False
O14782,False
O80467,False
P05230,True
P43138,True
O60759,False
P55072,True
P09169,True
Q05201,True
P0A7J3,True
O95881,False
P13635,False
P12235,True
P0AER0,False
P43364,True
Q9Y3E5,True
O80568,False
P16402,False
P0A7E9,True
O15245,False
O95372,False
C0HLV2,False
P07148,False
A0FKN5,False
P46108,True
P63104,True
P10852,False
P50222,True
P08238,True
P07636,False
P08670,True
O75144,False
Q8N448,True
Q9VDV4,True
P36024,True
Q9CR42,True
P14120,True
Q8WV44,True
Q92997,True
P06169,False
P0A4S2,True
P38822,True
P43405,True
P17618,True
P02489,True
Q9H307,True
P15303,True
Q7LX99,True
Q9KK62,True
P00360,True
I7WI49,True
O43924,False
P62277,True
O95970,False
Q9ZVD5,True
O88384,False
O00585,False
P09382,True
P42801,True
O95801,False
Q86VP1,True
Q86X19,True
P47992,True
P15018,False
P13199,False
P68187,True
P07141,False
Q5XIM7,True
Q12873,True
Q9H190,True
P00560,False
P04764,True
A0A0G7HBY7,True
O43396,False
A0A2H1CGV5,True
O43318,True
D6RGH6,False
Q9BPZ3,True
P06733,True
P04002,False
P0ABB0,False
P45973,True
O15496,False
P12272,False
P06704,False
P05141,True
P00572,False
Q8IWX8,True
Q9EQQ9,True
Q13825,True
Q9UHD9,True
P04406,True
P21570,False
P43274,True
O75822,False
A6XH05,False
Q14160,True
P08572,False
A7IZE9,False
P20290,False
C4M4P4,False
D8H2L1,True
P08118,False
P0C5Z0,False
P0CJ48,False
P46777,True
P07017,True
Q8X1T3,True
Q80VW7,True
P0DMC5,False
O95980,False
A8AUR6,True
Q9NR28,True
Q14457,True
H2F490,True
E6KMA1,True
P0AFR2,False
Q15797,True
Q00610,True
O95998,False
Q96L73,True
O96018,False
P05090,False
O15371,True
P19156,False
O75365,False
Q9VUM1,True
Q13153,True
C6KSX0,False
O55234,False
P04347,False
P21374,False
P45880,True
P08640,False
P05120,False
P00724,False
Q9UBC2,True
P15692,True
P09733,False
P69786,True
Q13492,True
A5KE01,False
P23396,True
P10275,True
P05451,False
O43508,False
Q61371,True
P21375,False
Q9BZR9,True
P0ACC1,False
Q7YZX3,True
P54253,True
Q96EB6,True
P15208,False
P0A6L0,False
P11940,True
Q8IUQ4,True
Q94420,True
P0A6S5,False
O00308,True
P00748,False
B5KM66,False
P01023,True
A0A0K0MJN3,False
P0A6E6,False
P12476,False
P10810,False
O94782,False
P61088,True
D3ZMK9,False
Q2YVT4,True
Q9H4A3,True
O15287,True
Q92211,True
P0AB58,False
O08722,False
Q22289,True
O35627,False
P01555,False
Q4A740,True
Q8TB24,True
Q9GLW8,True
O95163,False
Q7JXV9,True
Q9NRD5,True
Q15038,True
Q9C019,True
Q1J8I3,True
Q92731,True
P07335,True
P19889,True
P58340,True
P11142,True
Q61171,True
P9WPE9,True
P20068,False
F5WVK5,True
O82226,False
P08191,False
P16951,True
P28834,True
Q9Y6K9,True
P01772,False
O75751,False
Q9Y6X0,True
P05113,False
O88273,False
P83780,True
O14842,False
P0C1S8,False
P05062,True
P14091,False
P43067,True
P13797,False
P62310,True
Q9NYB9,True
P38011,True
P78352,True
Q27820,True
Q0P891,True
Q15843,True
P18670,False
O54785,False
P18014,False
P60010,True
P0DN86,False
P62136,True
O60814,False
Q27727,True
P75391,True
O75674,True
P14209,False
Q9Y2D8,True
Q8TAU3,True
P15336,True
P0A8M3,True
P36873,True
Q9CXW4,True
P00044,True
A0A0H3LHU4,True
O43291,False
P12670,False
P45850,True
P53647,True
P14755,True
P0A7L0,True
O43278,False
P04899,False
P30822,True
O76093,False
O96013,False
O70209,False
Q00534,True
A0A4P8DY91,False
O43896,False
P0AG30,False
O15530,True
O75688,False
P0DPK2,False
O95235,False
Q8IZU0,True
Q9Y6Q9,True
B9EHT4,False
Q7WTU1,True
P30041,True
P01236,False
O60684,False
P04397,False
O95760,False
Q9HI69,True
P50570,True
P19880,False
P04351,False
Q96D03,True
P14868,False
P01210,False
Q96LK0,True
P03126,False
Q9BQB6,True
P06702,True
Q3UVR3,True
P02359,True
P15891,False
P62263,True
Q04602,True
Q8R010,True
P00803,False
P04696,False
P04385,False
Q05128,True
P01225,False
O75795,False
P0DJD3,False
Q21921,True
P09446,False
P98175,True
P25788,True
Q8CPQ1,True
O75815,False
P25539,True
Q8WYB5,True
Q96UT6,True
A0A0H3C985,True
Q06449,True
O02372,False
Q9URB4,True
P42834,True
P08237,True
Q05086,True
O14788,True
Q6ZNA4,True
P12530,False
P14921,True
U3SW74,True
P0A7W7,True
O75570,False
P99029,True
P09104,False
P42227,True
O15360,True
P00326,False
Q5JFD7,True
P01721,False
Q8GE63,True
P11574,True
O14544,False
P32189,True
P06744,True
P01859,False
O75914,False
Q9KKF0,True
A5D8V6,True
F1LQ48,False
Q13064,True
O95833,False
O15389,False
O61667,False
O15055,False
P07327,False
P19221,False
Q98TD4,True
Q92132,True
P19447,True
P29055,True
G1FNI6,False
Q13596,True
F8WQK8,False
P07998,False
P15151,False
O60504,False
P38936,True
P16687,False
P42566,True
A0A0B5LB55,False
P39099,True
O15151,True
A0A0H2UNG6,True
O53664,False
P0A937,False
O88622,False
P63208,True
O00212,False
O00499,True
P02091,False
P40296,True
Q8WWY3,True
Q4A9M4,True
P09616,False
P08244,False
P44324,True
O70624,False
O73790,False
A7KAX9,False
O95835,True
P14069,False
P62081,True
O46043,False
P01258,False
O14879,False
I1WVY3,False
P42858,True
Q1JML5,True
Q5JFG7,True
P01583,True
P20783,False
P46406,True
P04279,False
P13716,True
P27540,True
Q9VU15,True
P01731,False
P17710,True
O95238,False
P09201,False
O43613,False
P02789,False
P32325,True
A9M296,True
Q9BWF3,True
Q9NPD3,True
P05129,False
P55084,True
P57086,True
P17741,False
Q8BH75,True
P10398,False
P9WQP1,True
Q6PDN3,True
Q6Q3I2,True
P0CX45,True
G4VKD9,True
P67809,True
Q96Q45,True
P20443,False
P21333,True
P15812,False
Q9H8X2,True
Q10838,True
P13598,False
O64470,False
P0CG48,True
P02309,False
O00253,False
Q8XDH4,True
P24228,True
P12271,False
P37282,True
E6J203,True
O89093,False
O53585,False
Q15024,True
A0A1C7D1B7,False
Q24314,True
P11980,True
P13489,False
O60826,False
O55038,False
F5HF68,False
O75175,False
O89050,False
P0A894,False
P48570,True
P10503,True
O70435,False
C3VPR6,False
Q90X96,True
A0A5P8PC26,True
Q9I9A9,True
P09038,True
P01097,False
O14187,False
P01315,False
P21980,True
O60241,False
D5G7U8,True
Q63HR2,True
O00175,False
P16860,False
P38398,True
O08838,False
P23219,True
P00549,True
P17244,True
P42684,True
P07250,True
P01593,False
P21860,True
Q01217,True
P13922,True
P24278,True
S8GE25,True
P46937,True
P14540,True
P05064,True
P06681,False
O32504,False
Q9JHG7,True
O75525,False
Q9NPI8,True
P0AAW9,False
O00291,True
O95166,True
P12960,False
A0A0H3LCC3,True
P11836,False
Q81X74,True
P62256,True
P04075,True
P13001,False
P34960,True
O96028,False
Q9P2J5,True
Q9Y4L5,True
G8JZS6,False
O35250,False
O22287,False
Q08438,True
A6NI73,False
P10276,True
Q5X762,True
Q9AIS0,True
O75943,False
P01867,False
P02293,False
P36006,True
P0AF36,False
Q5VVX9,True
E0N8L2,True
O75970,False
P11488,False
P03087,False
P82612,True
O76071,False
A0A0H3L5C8,True
O75330,True
Q57872,True
P05031,False
Q05516,True
P0AFX7,False
P10768,False
P13458,False
O60565,False
Q9NP31,True
P19835,False
P25858,True
P0C7R1,False
P08487,False
O35381,False
A0A2P1GIW3,False
Q8DXT0,True
P60953,True
P06789,False
P54575,True
Q5FL51,True
A0A0F2E7M6,True
Q96VN5,True
O66198,True
O97364,False
Q9P2N6,True
P41007,True
P06983,False
P11880,False
O75821,True
Q9NUX5,True
P16885,True
Q969T4,True
O75971,False
P54066,True
Q9BRJ7,True
Q6GB54,True
P21243,False
P62258,True
E6IYJ0,True
P09056,False
P20809,False
O15212,False
P02942,False
P32835,True
P18239,False
P16686,False
P0AG40,True
A8C5S7,True
P0DPB6,False
Q9NQX3,True
P20042,False
C0LGQ5,False
P06745,True
P13929,False
P03372,True
P01597,False
O75344,False
O95399,False
Q03790,True
Q9NQX1,True
P17555,False
P0AC19,False
P01575,False
P02767,False
P06307,False
O70201,False
P09429,True
P00445,True
Q96B02,True
P08254,True
P0CT31,True
P07492,False
E7S2A7,True
P0AFX0,False
Q96SB4,True
P06151,True
P0C0L5,False
P0ABU9,False
P04626,True
P00883,True
P09960,True
P61459,True
P00558,True
P52735,True
O04019,True
O88587,False
P04418,False
P13569,True
P76015,True
A5JQI1,True
O15198,False
P27635,True
Q92569,True
O64903,False
P76014,True
Q74JU6,True
P9WQP3,True
F7SCR2,True
A8AY46,True
P05030,False
P0AEU7,False
P39310,True
P47068,True
O22822,False
P37887,True
P08312,False
P21583,False
O88554,False
P40763,True
P19414,True
P0C0V0,True
P32527,True
O96033,False
A1B198,False
P04156,True
D5GCF2,True
P16435,False
P32790,True
P01317,False
O13877,False
Q9BYF1,True
P52987,True
P68767,True
P03971,False
O15393,False
P19544,True
C5M3T7,True
P19971,True
P01563,False
O75563,False
P0AAI4,True
O75112,False
O15054,False
P0DP23,True
P15291,True
P17931,True
Q9UTI7,True
P23202,True
O00399,False
C5M5Z6,True
P06367,True
O54288,False
P09608,True
P0A912,False
P62829,True
A0A075TRK9,False
B2UP57,False
P0AE85,False
P63085,True
P01031,False
P06850,False
Q9D1M4,True
O35235,False
Q06406,True
P15822,True
P0C7P0,False
P00390,False
O53580,False
P06243,True
P28741,True
O43704,False
O88470,True
D6D942,True
P03452,False
P51881,True
O13289,True
E9BTJ1,True
P0AG86,False
P34896,True
Q9Y7F0,True
P01556,False
O76927,False
P02294,False
O95631,False
B2RHG1,False
Q8G5B7,True
O75937,False
O49523,False
P63279,True
P06168,True
Q24803,True
P04819,False
Q9BSI4,True
P02649,True
P32121,True
A2AR95,False
O43865,False
P0AEJ6,False
L7NCQ3,False
P11859,False
P49577,True
Q9SSE7,True
P0A870,False
A0AVT1,False
O15056,False
O35305,False
P31230,True
P18196,False
P17888,False
P21399,True
P47135,True
P01027,False
P32243,True
P16662,False
P16045,False
P00894,False
P62328,True
Q04637,True
P02745,False
P39428,True
P0AGC3,False
P00924,True
M1V4Y8,False
Q8TAD8,True
B1YAL1,True
P0ACN4,False
A0A024B7W1,False
P0DPD7,False
P16219,False
P07359,True
Q14247,True
P34760,True
P0C0T5,False
P06612,False
P0A9Q7,True
Q9QWV4,True
Q7L0Y3,True
P51965,True
A0EKJ1,True
Q9C0C9,True
P80188,True
Q12349,True
C0LGW6,False
Q9HAU5,True
P11415,True
P0DMC3,False
Q9UJV3,True
Q95VF2,True
P08909,False
P48601,True
Q42403,True
D2Z028,False
P19174,True
B7J1R2,True
P84022,True
P17515,False
Q9VU87,True
P46273,True
O15394,False
P9WPW9,True
O33407,False
Q9ALW2,True
O15033,False
O00560,True
O94875,False
P09455,False
P11541,False
O29976,False
O23512,False
A0A166U5H3,False
P01700,False
Q9VMB4,True
P13727,False
P49407,True
O13034,False
O74713,True
P53675,True
O00910,False
Q74K78,True
P11473,True
P07315,False
A4W2T1,True
Q9Y2D1,True
O88844,False
Q5SW96,True
P07014,False
P22736,True
F1RAX4,False
O75446,False
P0ACE3,False
O23530,False
P20827,False
O53581,False
Q43155,True
P15202,False
P18956,False
P0A744,False
P09758,False
P03069,True
A0JNT9,False
P10096,True
P04739,False
A0A2P0XIG5,True
P11672,False
O14368,False
P07550,True
Q9Y2X8,True
O95997,False
P04797,True
P11551,False
P39633,True
,False
O15123,False
O95484,False
Q6GIL8,True
P31681,True
P01298,False
P16554,False
P47543,True
P20676,False
Q27089,True
O95994,False
P10987,False
Q8WUM4,True
P0DOY2,False
P14373,True
P0AAR3,False
O76041,False
O95273,False
O43586,False
P02042,False
O14529,False
P10613,False
P04776,False
O14520,False
Q66GS9,True
P18509,False
Q96LR5,True
A0A1P8YR90,True
P06709,True
P00359,True
Q09472,True
P20338,True
P24058,True
A2A825,False
P00925,True
Q6NUS6,True
O70361,False
Q5A0M4,True
Q04120,True
O00214,False
Q9UQE7,True
P00375,False
O94788,False
P11103,True
A0QWG6,False
P15260,False
Q6UWE0,True
O35244,True
A0A1D8PFS4,True
O94953,False
P13010,True
P61866,True
O60880,False
O70394,False
O95154,False
Q93062,True
P08037,True
P00519,True
P07900,True
P07764,False
P02730,True
P15248,False
O75462,False
P61978,True
O76021,False
P12104,False
P00342,False
P09874,True
Q9C035,True
Q15773,True
P04792,True
Q14152,True
P0ABI4,False
P05979,True
P00805,True
G7JEE5,False
O95361,False
P18510,False
P01189,False
O14939,False
O64743,False
P50362,True
P00958,False
P01270,False
Q3Y454,True
Q13200,True
P36776,True
A6NIH7,False
P06241,True
O96020,False
P00346,False
P16330,False
P02753,False
O15372,False
A0A3L7I2I8,False
P27302,True
P04509,False
O14503,True
