uniprot_id,class
P02091,0
P09616,0
O70624,0
O73790,0
A7KAX9,0
O95835,1
P14069,0
I1WVY3,0
P46406,1
P27540,1
O95238,0
O43613,0
P02789,0
Q9NPD3,1
P55084,1
P9WQP1,1
P0CX45,1
G4VKD9,1
P67809,1
A0A6L0XFC6,0
P21333,1
P15812,0
Q9H8X2,1
Q10838,1
O64470,0
P0CG48,1
Q8XDH4,1
P24228,1
O53585,0
Q15024,1
P13489,0
O55038,0
O60826,0
F5HF68,0
O75175,0
P10503,1
C3VPR6,0
P09038,1
O14187,0
P01315,0
P21980,1
O60241,0
P38398,1
P23219,1
P17244,1
P42684,1
P13922,1
P21860,1
P05064,1
O32504,0
Q9JHG7,1
O75525,0
O95166,1
P12960,0
A0A0H3LCC3,1
P34960,1
O96028,0
Q9P2J5,1
Q9AIS0,1
O75943,0
O75970,0
P03087,0
O75330,1
P05031,0
Q05516,1
P10768,0
P13458,0
O60565,0
P19835,0
A0A2P1GIW3,0
Q8DXT0,1
P60953,1
Q5FL51,1
Q96VN5,1
O66198,1
O97364,0
Q9P2N6,1
P06983,0
P11880,0
O75821,1
Q9NUX5,1
P16885,1
Q9BRJ7,1
Q6GB54,1
P09056,0
O15212,0
P02942,0
P18239,0
P16686,0
A8C5S7,1
Q9NQX3,1
C0LGQ5,0
P03372,1
P01597,0
O95399,0
Q03790,1
P01575,0
O70201,0
P0CT31,1
Q96SB4,1
P06151,1
P0ABU9,0
P04626,1
P09960,1
P13569,1
P76015,1
P27635,1
Q92569,1
P76014,1
P05030,0
P0AEU7,0
P39310,1
O22822,0
P21583,0
O88554,0
D5GCF2,1
P16435,0
O13877,0
Q9BYF1,1
P03971,0
O15393,0
P19544,1
C5M3T7,1
P19971,1
P01563,0
O75563,0
P0AAI4,1
O75112,0
Q9UTI7,1
O00399,0
C5M5Z6,1
P06367,1
P0A912,0
P62829,1
P0AE85,0
P01031,0
Q9D1M4,1
Q06406,1
P00390,0
P06243,1
P28741,1
O43704,0
P03452,0
P51881,1
P34896,1
Q9Y7F0,1
P63279,1
Q9BSI4,1
P11859,0
A0AVT1,0
O15056,0
O35305,0
P31230,1
P17888,0
P21399,1
P47135,1
P01027,0
P16662,0
P62328,1
P00924,1
P0ACN4,0
B9PW35,0
A0A024B7W1,0
P16219,0
P34760,1
P0C0T5,0
P0A9Q7,1
Q12349,1
C0LGW6,0
Q9HAU5,1
P0DMC3,0
P11415,1
Q95VF2,1
Q9UJV3,1
D2Z028,0
P84022,1
P17515,0
Q9VU87,1
O15394,0
P9WPW9,1
O33407,0
O15033,0
P09455,0
P11541,0
O29976,0
O23512,0
P49407,1
O13034,0
Q74K78,1
P53675,1
O00910,0
P11473,1
Q5SW96,1
P22736,1
P0ACE3,0
O23530,0
P18956,0
P09758,0
P03069,1
A0JNT9,0
P11672,0
O14368,0
P07550,1
Q9Y2X8,1
P04797,1
P39633,1
O95484,0
P31681,1
P01298,0
P20676,0
P10987,0
Q8WUM4,1
P14373,1
O76041,0
P02042,0
P04776,0
Q66GS9,1
Q09472,1
P24058,1
A2A825,0
O70361,0
Q5A0M4,1
Q04120,1
O00214,0
P00375,0
A0QWG6,0
P11103,1
O94788,0
O35244,1
O94953,0
P61866,1
O60880,0
O70394,0
P07900,1
P15248,0
P61978,1
P00342,0
P09874,1
Q9C035,1
P04792,1
Q14152,1
P0ABI4,0
P05979,1
P00805,1
O95361,0
P18510,0
O64743,0
Q3Y454,1
Q13200,1
P36776,1
P06241,1
O96020,0
P00346,0
P02745,0
A0A3L7I2I8,0
P27302,1
P04509,0
O75144,0
