UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
P63159,-11.47419,12.973166,17.004318,-4.03845,8.639793,-2.2828977,-0.82731843,-12.382953,-7.2909513,-11.92012,-10.638315,-10.000382,3.3775673,13.343782,9.505546,-19.340448,-5.1112466,-2.7699544,2.264244,10.728211,9.709667,7.772679,-14.495174,8.274159,15.299322,-0.90877706,-9.211002,-7.974279,-17.948633,9.263985,14.6079035,-5.4465547,-8.625326,-8.417656,-8.154881,-11.749152,-9.167749,4.544801,10.6247,-15.401895,-8.667302,-10.255135,-17.550398,-0.82873803,15.145136,-10.413363,-2.0448062,-6.739802,-4.536632,4.7971897,-1.8641996,6.3162193,12.114784,2.4308584,-6.4931192,-3.987345,10.59951,8.619969,-8.212727,-6.42275,-20.776909,-8.015713,16.609102,-6.2929444
P46527,-12.493009,15.040746,18.41777,-4.0081215,9.42226,-2.7751136,-0.9208406,-13.998151,-7.9245033,-13.582036,-12.017344,-11.560207,3.508408,15.527787,10.247678,-21.548086,-6.406368,-3.3343272,2.0397727,11.947097,11.140755,9.317051,-16.554115,10.075769,17.073553,-0.932204,-10.680153,-9.016839,-20.001715,10.621823,16.692343,-6.739933,-10.391559,-9.045036,-9.767158,-13.44904,-9.016309,5.197443,11.463043,-17.834946,-9.545796,-11.625402,-20.062498,-1.1566471,17.136267,-11.99015,-2.0335636,-7.507843,-4.8206396,5.859421,-2.2711074,7.126643,13.35126,2.730712,-7.282439,-4.2886105,12.09607,9.121863,-9.634603,-7.1187735,-22.86523,-9.736327,18.543129,-6.8623085
Q8IZH2,-17.139515,22.982143,25.52082,-5.4491463,14.481978,-3.8558464,-1.5187514,-19.77755,-11.546202,-19.897991,-17.397024,-17.704914,4.7108707,23.508232,14.018568,-32.30072,-10.221764,-5.233634,2.3551662,17.050686,16.000862,14.693241,-24.912735,15.925652,25.512653,-1.2004926,-15.855615,-13.014256,-28.083698,15.234737,24.223232,-11.1198635,-16.319767,-12.9188,-15.602184,-19.267912,-12.185757,7.8843765,16.594261,-26.1995,-13.796223,-17.397419,-30.223194,-1.9562279,25.462831,-17.388626,-2.2574751,-10.465354,-6.261391,8.903988,-3.7481813,10.377494,18.902489,3.9632535,-10.045727,-5.965213,17.893915,11.952128,-14.876844,-10.654835,-32.913013,-15.314047,27.60672,-9.3871
P54279,0.05233388,-0.44760022,-0.11414914,-0.113538586,0.10103724,0.12374141,0.088254794,0.14533298,-0.08754682,0.22201489,0.435786,0.29035273,0.21247292,-0.20024441,-0.2156748,0.24879438,0.19445117,0.4470549,0.33676103,-0.57676876,-0.22880012,-0.37697482,0.043824926,-0.26487735,-0.10433608,0.2527987,0.41964218,-0.00281855,0.4499713,-0.53811264,-0.3230347,0.3137288,0.21891288,-0.2784067,0.08721496,0.5267724,-0.1349634,-0.09774048,0.17364277,0.4218014,0.23001131,0.184327,0.36036137,0.025604218,-0.03740699,0.49745813,0.08876154,0.045700703,0.1399475,-0.3947525,0.26110455,-0.025514396,-0.29657578,-0.07931685,0.13025945,0.07584782,-0.23581757,0.10034519,0.23395889,-0.098259345,0.3639319,0.32421324,-0.11392185,0.09643777
P07288,-17.243687,24.252062,25.689413,-5.8963404,15.462004,-4.049566,-2.1577406,-20.651535,-12.476058,-20.020842,-18.213205,-18.639555,4.695233,25.229498,14.588426,-33.581738,-12.358432,-6.4795713,1.8871353,18.412067,17.260918,15.92493,-26.405298,18.45746,26.701616,-1.1726774,-18.10981,-13.142276,-30.05605,16.45054,26.330484,-12.864189,-18.060122,-12.487845,-17.099134,-19.382961,-12.287323,8.496042,16.592123,-27.567081,-14.328538,-19.006474,-32.760887,-3.5949407,27.269926,-18.849613,-2.8790033,-10.734403,-6.7675834,9.675612,-4.4693117,10.5408125,19.91652,4.963325,-11.572473,-6.2695312,18.127111,11.600767,-14.998675,-11.063504,-34.243374,-17.490551,28.74223,-9.049826
P13686,-12.260612,13.310964,18.41661,-4.019681,8.71978,-2.3439844,-0.59595054,-12.981404,-7.611079,-12.981634,-11.12407,-10.359785,3.579398,13.732761,9.996693,-20.108631,-4.4321947,-2.5409,2.8754952,10.696049,9.977537,7.3129907,-15.151208,7.8998127,15.338751,-0.8202977,-8.791991,-8.333791,-18.68462,9.420109,14.875581,-5.0123177,-8.571129,-8.99267,-8.006184,-12.681126,-9.2718525,4.5272346,11.430248,-16.283491,-8.967948,-10.172059,-17.643707,-0.37379313,15.843414,-10.782211,-1.8554043,-7.1273475,-4.5944414,4.855158,-1.6111867,6.6165223,12.656009,2.2414074,-6.3307295,-3.9397871,11.181818,9.576595,-8.4938,-6.411419,-21.816822,-7.961541,16.968544,-6.5407014
O94316,-14.163828,13.01633,19.020697,-2.482635,6.51659,-3.2392106,0.6922144,-14.369359,-5.602181,-14.1485195,-10.996811,-9.804009,3.3430717,13.029581,10.287068,-18.261902,-3.7082322,-0.9349796,2.1064124,10.130565,9.78917,7.6008825,-14.249052,6.36109,14.577332,-1.1789672,-7.741378,-9.920703,-17.840065,10.315572,15.133067,-3.2080035,-7.6975846,-9.123419,-7.203944,-14.835329,-7.8113923,4.1622252,10.139346,-16.689571,-8.7230015,-8.603922,-16.40744,2.0521436,13.956711,-11.004796,-1.5767119,-8.133608,-4.0490756,6.0551786,-1.5644045,6.810591,12.253672,1.7026926,-5.926842,-3.9177616,13.024269,10.526501,-10.487381,-6.4398103,-20.641823,-6.992162,16.570654,-8.339968
Q12309,-6.448393,4.0231795,8.954741,-1.9424012,2.4703772,-1.1993111,0.32296902,-5.78192,-2.46633,-5.207446,-4.4084153,-3.0056026,2.018522,3.87698,4.908163,-7.013374,-0.036806945,0.15960118,1.7739463,4.505048,3.765545,1.9500237,-4.5740924,0.60874915,5.9275208,-0.7440393,-2.4213066,-3.924511,-7.7801895,3.735524,5.2997875,0.07725653,-1.4596969,-4.626526,-1.3158423,-5.755975,-5.4196777,1.4005626,4.919539,-5.731412,-3.79786,-3.1295953,-5.2731767,1.3088064,4.8314996,-3.7036083,-1.2950125,-3.4770916,-2.5510175,1.3540143,0.031397052,2.891426,5.3807926,0.324035,-2.4918091,-2.0910642,4.61052,5.5533648,-3.1281211,-2.6059248,-8.932839,-0.7147861,6.4831514,-4.1299977
P23872,-9.711359,10.716347,14.253812,-3.4350803,7.1978416,-1.893049,-0.7080745,-10.477042,-6.1706014,-9.837788,-8.7590475,-8.179001,2.8193393,11.053872,8.023914,-15.932989,-4.5288515,-2.2756608,1.8957773,9.069379,8.192982,6.4166365,-11.988657,7.0448017,12.834961,-0.649845,-7.8529954,-6.6968756,-15.093637,7.848816,12.267111,-4.612378,-7.264884,-7.033257,-6.7913647,-9.826009,-7.7550383,3.7488976,8.800235,-12.788819,-7.2870827,-8.590399,-14.6317425,-0.82617474,12.659403,-8.629163,-1.8862047,-5.720444,-3.8427236,4.047675,-1.6116948,5.2309055,10.228526,2.0163178,-5.6907225,-3.3960502,8.83214,7.231531,-6.732395,-5.3608108,-17.300375,-6.738123,13.773684,-5.2807155
P02686,-13.90271,15.389539,19.86315,-3.6925445,9.216572,-3.00289,-0.3815463,-14.970221,-7.711914,-14.788988,-12.36114,-11.800896,3.6346347,15.772054,10.899464,-22.0041,-5.8256574,-2.660682,2.2780015,11.85287,11.248063,9.209344,-17.076252,9.503886,17.256744,-0.9943533,-10.207352,-9.916007,-20.345085,11.126582,17.24242,-5.9132476,-10.191866,-9.631674,-9.621428,-14.74707,-9.1161585,5.171713,11.801046,-18.602116,-9.858095,-11.270963,-20.213919,-0.04282713,17.336828,-12.436218,-1.8642725,-8.187017,-4.6492753,6.3522935,-2.2279592,7.405309,13.793592,2.621432,-7.1482687,-4.32335,13.329981,10.166914,-10.691211,-7.3685417,-23.617504,-9.619183,19.138016,-7.665226
P02747,-16.279016,22.725504,23.903246,-5.0842366,13.540603,-4.171234,-1.8068719,-19.720396,-10.903923,-18.89899,-17.157333,-17.305567,4.277259,23.391573,13.533115,-30.868477,-11.354685,-5.7721257,1.4304292,17.505959,16.414375,15.414491,-24.10229,16.70389,25.176533,-1.2243252,-16.697851,-12.814927,-27.928276,15.605333,24.405872,-11.856614,-16.743935,-11.988838,-15.8379,-18.854494,-10.940485,7.7714787,15.2519455,-25.917114,-13.452472,-17.605593,-30.101042,-2.7281084,24.662745,-17.470238,-2.5345578,-10.219201,-6.425449,9.177233,-3.893092,10.188481,18.37986,4.1773515,-10.654068,-5.913726,17.360304,10.881571,-14.563332,-10.298121,-31.531326,-15.797592,26.743917,-9.32255
Q15428,-16.45893,18.33631,23.374054,-4.3584595,10.849814,-3.6571841,-0.52616185,-17.829174,-9.076805,-17.409666,-14.745673,-14.007333,4.239614,18.767288,12.971919,-25.965136,-7.2668223,-3.356839,2.4358974,14.328418,13.476644,11.188764,-20.180895,11.563785,20.517374,-1.2809619,-12.4877825,-11.744548,-24.32166,13.454918,20.695042,-7.232871,-12.237867,-11.196978,-11.506528,-17.52632,-10.739157,6.2036695,13.730577,-22.129961,-11.713507,-13.501213,-24.179834,-0.23978384,20.501635,-14.948687,-2.3763864,-9.728196,-5.619835,7.7213674,-2.809237,8.751245,16.43114,3.235949,-8.723716,-5.21175,15.788613,11.904327,-12.68986,-8.741035,-27.969212,-11.605498,22.694227,-9.109724
O95429,-17.1171,20.389408,25.475994,-5.7198358,13.50505,-3.3501658,-1.2539387,-18.68605,-11.19743,-18.575565,-16.183779,-15.801506,4.806334,21.02271,14.123807,-29.933075,-8.215982,-4.4610577,3.2228754,15.864768,14.657206,12.053875,-22.891283,13.471124,23.10585,-1.1904157,-14.10598,-12.049926,-26.913029,14.152353,22.518274,-8.838924,-13.875607,-12.348932,-13.1579,-17.944084,-12.931646,7.04592,15.988705,-23.942303,-13.060755,-15.667314,-27.394371,-1.413775,23.710373,-16.210321,-2.6449022,-10.101321,-6.281516,7.783874,-3.1833756,9.452301,18.266846,3.9066913,-9.608071,-5.70168,16.484182,12.566002,-13.025409,-9.732967,-31.55175,-13.319692,25.418219,-8.951371
P0AFW0,-14.219506,19.061646,21.62101,-5.030113,12.449375,-3.1130042,-1.5351301,-16.458954,-10.190876,-16.399021,-14.696528,-14.768387,4.1368814,19.713314,11.948493,-27.24814,-8.580001,-4.71513,2.3052971,14.52275,13.576144,11.94721,-20.95496,13.491631,21.31931,-0.97900724,-13.561142,-10.538189,-24.168718,12.672195,20.399702,-9.426563,-13.619818,-10.791516,-12.92181,-15.736631,-10.743761,6.653761,14.212594,-21.918327,-11.62008,-14.853092,-25.438583,-2.2396894,21.74633,-14.662621,-2.192073,-8.682861,-5.620075,7.1282606,-3.0636368,8.649414,16.134583,3.5171084,-8.74556,-5.090864,14.453922,10.189964,-11.725891,-8.83787,-28.019798,-12.850595,23.06622,-7.5427246
P06821,-16.052038,20.410812,23.555891,-4.9324713,12.436021,-3.7052257,-1.2603475,-18.382708,-10.115321,-17.967857,-15.835575,-15.616435,4.3118196,20.85861,13.103321,-28.658018,-8.917933,-4.5410914,2.176594,15.820292,14.725078,13.124854,-22.000578,13.775067,22.980349,-1.2122152,-14.249759,-12.090421,-25.79911,14.111245,22.012613,-9.503818,-14.27507,-11.840726,-13.551879,-17.848282,-11.23276,6.919604,14.83442,-23.63981,-12.610488,-15.561539,-26.871939,-1.4312907,22.498077,-15.793288,-2.3181217,-9.754917,-6.0135255,8.038064,-3.1661663,9.4837055,17.260666,3.5327227,-9.36887,-5.5303607,16.326872,11.3007345,-13.405675,-9.517161,-29.756674,-13.33425,24.72802,-9.140277
P13721,-17.344847,22.601822,25.448929,-5.019447,13.305232,-4.3816695,-1.3419576,-20.20098,-11.037956,-19.89806,-17.601458,-17.320982,4.6709824,23.258478,14.0877075,-30.99354,-10.378787,-5.2740803,1.9888496,17.231253,16.392677,14.619052,-24.275146,15.834804,24.627863,-1.4000322,-16.12944,-13.0070305,-28.705019,15.704372,24.52121,-10.859878,-16.122335,-12.396077,-15.084125,-19.839312,-11.241284,7.8132133,15.858331,-26.614044,-13.514003,-17.023666,-29.628891,-2.0514345,24.883436,-17.81246,-2.5973675,-10.696471,-6.624559,9.247042,-3.699749,10.376277,18.953238,3.8911114,-10.454218,-6.047094,17.69014,12.2387085,-14.574836,-10.2348995,-32.42127,-15.08094,26.773066,-9.567162
P10645,-18.898075,24.637081,27.35232,-5.545326,14.209931,-4.89096,-1.6539773,-22.292255,-11.702411,-21.19001,-19.165293,-18.684624,4.9074373,25.232538,15.508681,-33.47864,-11.817441,-5.956991,1.7413682,19.531796,18.19176,16.546852,-26.020395,17.422157,27.388016,-1.624201,-18.091831,-14.44783,-31.364363,17.562304,26.965153,-12.121109,-17.68152,-13.453262,-16.562807,-21.604446,-12.436905,8.424303,16.815117,-28.718412,-14.950071,-18.90937,-32.485817,-2.3363442,26.637419,-19.427319,-3.107832,-11.71332,-7.461589,10.195853,-4.1057105,11.350219,20.637892,4.394311,-11.867805,-6.7488375,19.395164,12.972982,-16.044298,-11.230514,-35.054405,-16.5362,29.244892,-10.963543
P60411,-17.75327,17.460855,24.243496,-3.3178823,9.299716,-3.8581207,0.63893324,-18.196724,-7.6716886,-18.373615,-14.216976,-13.265408,4.1658583,17.478743,13.022091,-24.664362,-5.1238527,-1.5758238,2.7517526,12.979088,12.552183,10.144204,-19.210846,8.963615,19.343351,-1.3329878,-10.155651,-12.649332,-22.733082,13.123074,19.595045,-4.8789372,-10.614904,-11.777571,-10.10344,-18.780394,-10.053732,5.5398,13.442876,-21.685713,-11.387964,-11.593717,-22.032164,2.310112,18.806091,-14.244756,-1.6688021,-10.21172,-4.868025,7.8237953,-2.2162611,8.767233,15.757008,2.381105,-7.4126654,-4.8622556,16.923399,13.002975,-13.805166,-8.494489,-26.971388,-9.86262,21.949636,-10.26296
O94913,-16.141726,20.539278,24.080236,-5.5963073,13.384354,-3.4941416,-1.6394802,-18.404558,-11.144752,-17.8405,-16.106873,-15.847361,4.545519,21.367706,13.59432,-29.37016,-9.519646,-5.174133,2.5004158,16.162325,14.986668,12.779637,-22.769478,14.748646,23.025303,-1.1686947,-15.139358,-11.614868,-26.982824,14.336886,22.840685,-9.953085,-14.66115,-11.522644,-13.782839,-17.35761,-12.031932,7.2244234,15.196026,-23.969534,-12.776906,-16.147615,-27.869999,-2.5150766,23.721272,-16.422043,-2.8532162,-9.77096,-6.3742495,8.02461,-3.512286,9.289372,17.994484,4.1941757,-10.127229,-5.6941605,15.869661,11.52727,-12.64856,-9.591115,-30.81467,-14.15062,25.051735,-8.391803
P16333,-14.800825,16.757372,21.195047,-3.8985684,10.067758,-3.203865,-0.42555156,-16.00674,-8.32752,-15.98451,-13.303795,-12.8725,3.8596835,17.15538,11.578746,-23.860546,-6.4073677,-2.923575,2.3661056,12.65204,12.057712,10.068335,-18.565409,10.457048,18.634394,-1.0451205,-11.028978,-10.6351185,-21.74785,11.927397,18.56549,-6.57042,-11.175712,-10.308548,-10.58829,-15.832448,-9.626334,5.63774,12.704942,-20.108747,-10.574516,-12.190154,-21.940577,-0.09813281,18.797504,-13.406455,-1.8791462,-8.73831,-4.864455,6.913463,-2.4818058,7.9657025,14.770945,2.8263888,-7.5850415,-4.5991354,14.391982,10.751924,-11.643756,-7.9762893,-25.389788,-10.563711,20.702578,-8.103096
A8I4E9,-6.2452254,3.8168528,8.794823,-2.0516493,2.568475,-1.0452971,0.2804306,-5.485723,-2.4884806,-4.97526,-4.223046,-2.8717186,2.0208914,3.6298783,4.8015957,-6.9769135,0.19346486,0.21025904,1.8908185,4.3592367,3.5392525,1.7597097,-4.395002,0.36038718,5.8709755,-0.71393347,-2.1820056,-3.7700183,-7.4503937,3.4600306,4.946678,0.18677346,-1.2495435,-4.664066,-1.1756535,-5.4276257,-5.6363616,1.3240572,4.981768,-5.344628,-3.7475207,-3.0449498,-5.0276523,1.3442734,4.671452,-3.412672,-1.2422484,-3.321833,-2.4958937,1.1098219,0.11103967,2.8083858,5.221044,0.278566,-2.3149078,-2.0462198,4.4093685,5.446634,-2.9467468,-2.5745738,-8.776547,-0.4891903,6.371662,-4.035194
Q92890,-17.23493,23.94032,25.791641,-5.5141573,14.951689,-4.045149,-1.8540208,-20.500998,-12.152147,-20.33911,-18.037987,-18.467077,4.644558,24.881496,14.347905,-33.172874,-11.499981,-6.038775,2.1541262,17.74193,16.945908,15.351576,-26.1544,17.644047,26.016613,-1.0691748,-17.167654,-13.149722,-29.475668,16.051556,25.69686,-12.228096,-17.59805,-12.594281,-16.644115,-19.62519,-11.673199,8.238855,16.639019,-27.501816,-14.081659,-18.355352,-31.866806,-2.9846694,26.884167,-18.52956,-2.4632668,-10.690573,-6.4745507,9.514929,-4.120524,10.531891,19.557398,4.5751724,-10.930313,-5.987586,18.19012,11.831621,-15.054314,-10.767645,-33.818737,-16.962719,28.222775,-9.064381
P0DTD2,-11.391169,12.989773,16.230282,-3.687132,8.235549,-2.4552472,-0.83645606,-12.603022,-6.9087524,-11.574526,-10.366394,-9.810789,3.0653737,13.388823,9.333715,-18.545238,-6.106918,-2.863727,1.5998443,10.88725,9.873131,8.293918,-14.241645,8.992826,15.260739,-0.8351333,-9.803228,-8.126337,-17.71873,9.722109,14.99214,-5.88395,-9.080107,-7.8772497,-8.507814,-11.7748375,-8.428951,4.5240927,9.715736,-15.341515,-8.534919,-10.29817,-17.75982,-1.0858066,14.818451,-10.543264,-2.227036,-6.8079147,-4.381643,5.322715,-2.2168174,6.1419134,11.926066,2.6020606,-6.9702244,-3.984471,10.73781,8.044517,-8.4632635,-6.396222,-20.006275,-8.600077,16.326942,-6.327389
O62479,-12.087851,14.729813,17.479797,-3.7354345,9.364015,-2.5866985,-0.89285314,-13.594472,-7.722585,-13.088835,-11.347321,-11.249146,3.2110655,15.266809,9.808036,-20.81711,-6.873164,-3.2269201,1.7341299,11.393892,10.707388,9.209275,-16.309626,10.428104,16.620615,-0.7015894,-10.626261,-8.805346,-19.034803,10.438475,16.449223,-6.8706193,-10.521131,-8.483065,-9.922359,-12.885494,-8.421581,5.0734954,10.759534,-17.236311,-9.193409,-11.324205,-19.866295,-1.3003615,16.827446,-11.662676,-1.9518034,-7.287898,-4.313229,6.0191417,-2.5366523,6.7096705,12.8529415,2.8490696,-7.2465725,-4.06139,11.935863,8.445185,-9.609134,-7.0046396,-21.874573,-10.108954,18.03235,-6.4019794
P47017,-11.394677,11.566967,16.696016,-3.8159277,7.6095843,-2.2177422,-0.4726722,-11.772072,-6.616239,-11.330232,-9.952385,-8.905998,3.3742886,11.799653,9.263036,-17.63447,-3.8698537,-2.0879953,2.4753788,9.93027,8.901469,6.6018786,-13.010154,6.601227,13.900689,-0.9987094,-7.9850497,-7.604473,-16.910131,8.60773,13.33388,-4.098978,-7.1871166,-8.195418,-6.728256,-11.37843,-9.07702,4.0526686,10.105729,-14.198101,-8.126789,-9.022532,-15.542672,-0.11052009,13.627627,-9.556687,-2.06116,-6.5547028,-4.450342,4.28085,-1.4590254,5.9459763,11.480396,2.0072112,-5.926315,-3.8482616,9.967206,8.882573,-7.515267,-5.891518,-19.55804,-6.4976535,15.244252,-6.342321
P00812,-12.45711,12.310578,17.52521,-3.3022106,6.9900665,-2.8391836,-0.13410437,-13.048203,-6.1804566,-12.372196,-10.620212,-9.32321,3.3575423,12.476232,9.740468,-17.779205,-4.257226,-1.9126253,2.0734491,10.505821,9.660901,7.4041753,-13.430604,6.874661,14.373467,-1.1719445,-8.428632,-8.56693,-17.810556,9.623392,14.386094,-4.111917,-7.6529336,-8.468489,-7.058493,-12.942684,-8.451538,4.1930847,9.968114,-15.484424,-8.448882,-9.154484,-16.131674,0.425712,13.77224,-10.396481,-2.092596,-7.258028,-4.594858,5.137344,-1.5627755,6.4144416,11.962108,1.9277819,-6.304632,-4.0322394,11.117984,9.467335,-8.630961,-6.1052985,-20.068716,-6.849912,15.805524,-7.27805
