accession_code,ProstT5_128_dim_0,ProstT5_128_dim_1,ProstT5_128_dim_2,ProstT5_128_dim_3,ProstT5_128_dim_4,ProstT5_128_dim_5,ProstT5_128_dim_6,ProstT5_128_dim_7,ProstT5_128_dim_8,ProstT5_128_dim_9,ProstT5_128_dim_10,ProstT5_128_dim_11,ProstT5_128_dim_12,ProstT5_128_dim_13,ProstT5_128_dim_14,ProstT5_128_dim_15,ProstT5_128_dim_16,ProstT5_128_dim_17,ProstT5_128_dim_18,ProstT5_128_dim_19,ProstT5_128_dim_20,ProstT5_128_dim_21,ProstT5_128_dim_22,ProstT5_128_dim_23,ProstT5_128_dim_24,ProstT5_128_dim_25,ProstT5_128_dim_26,ProstT5_128_dim_27,ProstT5_128_dim_28,ProstT5_128_dim_29,ProstT5_128_dim_30,ProstT5_128_dim_31,ProstT5_128_dim_32,ProstT5_128_dim_33,ProstT5_128_dim_34,ProstT5_128_dim_35,ProstT5_128_dim_36,ProstT5_128_dim_37,ProstT5_128_dim_38,ProstT5_128_dim_39,ProstT5_128_dim_40,ProstT5_128_dim_41,ProstT5_128_dim_42,ProstT5_128_dim_43,ProstT5_128_dim_44,ProstT5_128_dim_45,ProstT5_128_dim_46,ProstT5_128_dim_47,ProstT5_128_dim_48,ProstT5_128_dim_49,ProstT5_128_dim_50,ProstT5_128_dim_51,ProstT5_128_dim_52,ProstT5_128_dim_53,ProstT5_128_dim_54,ProstT5_128_dim_55,ProstT5_128_dim_56,ProstT5_128_dim_57,ProstT5_128_dim_58,ProstT5_128_dim_59,ProstT5_128_dim_60,ProstT5_128_dim_61,ProstT5_128_dim_62,ProstT5_128_dim_63,ProstT5_128_dim_64,ProstT5_128_dim_65,ProstT5_128_dim_66,ProstT5_128_dim_67,ProstT5_128_dim_68,ProstT5_128_dim_69,ProstT5_128_dim_70,ProstT5_128_dim_71,ProstT5_128_dim_72,ProstT5_128_dim_73,ProstT5_128_dim_74,ProstT5_128_dim_75,ProstT5_128_dim_76,ProstT5_128_dim_77,ProstT5_128_dim_78,ProstT5_128_dim_79,ProstT5_128_dim_80,ProstT5_128_dim_81,ProstT5_128_dim_82,ProstT5_128_dim_83,ProstT5_128_dim_84,ProstT5_128_dim_85,ProstT5_128_dim_86,ProstT5_128_dim_87,ProstT5_128_dim_88,ProstT5_128_dim_89,ProstT5_128_dim_90,ProstT5_128_dim_91,ProstT5_128_dim_92,ProstT5_128_dim_93,ProstT5_128_dim_94,ProstT5_128_dim_95,ProstT5_128_dim_96,ProstT5_128_dim_97,ProstT5_128_dim_98,ProstT5_128_dim_99,ProstT5_128_dim_100,ProstT5_128_dim_101,ProstT5_128_dim_102,ProstT5_128_dim_103,ProstT5_128_dim_104,ProstT5_128_dim_105,ProstT5_128_dim_106,ProstT5_128_dim_107,ProstT5_128_dim_108,ProstT5_128_dim_109,ProstT5_128_dim_110,ProstT5_128_dim_111,ProstT5_128_dim_112,ProstT5_128_dim_113,ProstT5_128_dim_114,ProstT5_128_dim_115,ProstT5_128_dim_116,ProstT5_128_dim_117,ProstT5_128_dim_118,ProstT5_128_dim_119,ProstT5_128_dim_120,ProstT5_128_dim_121,ProstT5_128_dim_122,ProstT5_128_dim_123,ProstT5_128_dim_124,ProstT5_128_dim_125,ProstT5_128_dim_126,ProstT5_128_dim_127
P51948,0.027585924,0.034395166,-0.085141584,-0.017364796,0.0014410745,-0.005758282,-0.052496936,-0.023229692,0.1172749,-0.029999351,-0.1725534,-0.08101396,0.005763557,-0.009921003,-0.007322792,-0.07135922,0.023225784,-0.0028485116,-0.06707535,0.0069416016,-0.03749358,0.10435209,0.08805064,-0.09062577,0.09919827,0.06440562,-0.009962641,0.06396295,0.04031258,-0.094497286,-0.021414405,-0.004132484,0.018241752,0.11608018,-0.036035832,-0.23644403,-0.0211865,0.014986433,0.06331882,0.035294995,-0.06291063,-0.060643364,0.14514631,0.10797471,-0.073554605,-0.069058165,-0.12109591,-0.14826384,0.071219996,-0.22041078,0.038122777,0.12799276,-0.021871049,-0.010632619,-0.07585328,0.04508007,-0.0029182825,0.12476749,-0.027498115,-0.17839438,-0.0077947453,0.05091834,0.009680826,0.12800528,-0.07137746,-0.023055892,0.09958637,0.06617793,0.05872895,-0.027903855,0.0776163,-0.21975665,0.0038838368,-0.00015872717,-0.0683822,-0.043841068,-0.17960839,0.076773256,0.14194675,-0.076368675,-0.06856426,0.037059084,0.035094332,0.005403824,0.14590694,0.025128685,-0.074394576,-0.019622566,0.05790222,0.09486119,-0.02080063,0.03296621,-0.050989866,-0.12169756,-0.040726304,-0.019172516,-0.081349865,0.011204192,-0.03514442,0.017433964,0.005631678,-0.0077747433,-0.09238954,-0.049975943,-0.101999424,-0.103847966,-0.0478966,0.012373559,-0.07117237,-0.009344477,-0.07925599,-0.11958816,0.08115286,0.033343825,0.04152196,-0.09350231,-0.05772277,-0.16158232,0.023093754,0.0983223,0.036292285,-0.10231963,-0.007655915,-0.2210007,-0.0805552,0.16043393,-0.07436192,-0.13514557
A8AWA0,-0.0075836554,-0.09305151,-0.029531445,0.06414298,0.037071623,0.00024813414,0.15304337,-0.11578023,-0.029711628,0.044717234,0.12763438,0.014831878,-0.045287397,0.06840591,-0.18500508,0.029487655,-0.036412425,-0.032529965,-0.017547399,-0.03818263,0.08936367,0.09612803,-0.0007516416,-0.009846693,0.12773,-0.06429753,-0.013665516,-0.40120032,0.022239672,0.13647301,-0.0024294872,-0.048052277,-0.0080551775,0.10669739,0.08117283,-0.0054612607,0.0024583777,-0.15875913,0.02689373,0.07855566,0.13279161,0.12672031,0.08380768,-0.47965324,0.23482345,-0.16517115,0.35792118,0.032292113,-0.09515929,-0.1800813,0.045960266,0.04440471,-0.043890234,-0.10595413,-0.10856673,-0.018434048,0.0038286038,-0.004626761,-0.03252453,0.046358988,-0.053451285,-0.012628939,0.08992831,0.032203265,0.32549712,-0.06317807,-0.046394676,-0.15736115,-0.019037414,0.034432434,0.019856341,0.074256524,-0.020215206,-0.06586214,-0.08810054,-0.08137444,0.089431874,0.11054875,0.14023048,-0.0029476099,0.08238898,0.017762229,-0.14007169,0.010007111,0.09695618,-0.1247991,-0.0013105236,-0.19624789,0.01553873,-0.043372452,0.096112676,-0.029429838,0.02479737,-0.0905398,0.105057746,-0.004559732,-0.13121836,0.014800329,0.016828515,-0.07958352,0.055667106,0.01807094,-0.11279623,0.02062004,0.04229821,0.031580057,-0.044788282,0.04097938,-0.17002513,0.0002667755,-0.14733529,0.10493623,-0.034282893,-0.19951376,-0.011582306,0.10697152,0.107060105,-0.04536003,-0.040488005,0.010370456,-0.09791553,0.0844056,-0.02876277,-0.0848978,0.21226968,-0.13324353,0.10422072,-0.07681983
P56192,0.0788265,-0.019719683,-0.10104972,0.07154756,0.11731434,-0.029071249,-0.07401328,-0.01494572,0.11971836,0.009439129,-0.122324154,-0.048423596,0.036512174,-0.051303312,-0.04557862,-0.035551388,-0.073945984,-0.005985899,0.092705734,0.060828395,0.051715057,0.09123629,-0.05578152,-0.024574887,-0.03701692,0.0034726737,0.03089417,-0.090744704,0.031066386,-0.06968035,-0.019451031,-0.052476563,-0.0474113,0.17742684,-0.08052217,-0.10190202,0.075249225,0.009738393,0.01734585,0.022852838,0.0026591606,-0.061267924,0.07917182,-0.14733069,0.10660097,-0.01847785,0.20306683,-0.03682548,-0.013863221,-0.08211063,0.0934872,0.078597665,0.107585505,-0.030340722,-0.06511389,-0.021991247,0.022624414,0.14115267,0.029003652,-0.08846777,-0.03598862,0.019938998,-0.0024897736,0.055947356,0.10897068,-0.072248526,0.0031838063,0.009668332,0.03662952,0.09864461,-0.07450719,-0.015454844,-0.07025595,0.03979802,-0.025830705,0.029000698,0.09697993,0.06790587,-0.024056476,0.008439027,0.01334613,0.024697892,-0.07709617,-0.03147464,0.046508424,-0.08946106,-0.02878784,-0.044033036,0.07734059,-0.054801382,0.08255513,0.011195976,0.05704598,-0.051338665,0.057264857,0.0405134,-0.06606439,0.003622583,0.041125286,0.009114478,0.00080506504,-0.059851445,-0.11114289,-0.010017379,0.10362534,-0.083294414,-0.05950632,-0.009066325,-0.16967805,-0.015369052,-0.093398504,0.01787129,-0.0057727695,-0.08640405,-0.06385158,0.009112949,0.05335305,0.17784971,-0.0036081122,0.09708693,-0.052713085,0.025751064,-0.06257495,-0.10962691,0.0031522065,-0.031367347,-0.017638415,-0.097380996
P19926,0.006283257,0.08992702,0.019343343,-0.21213041,-0.03392259,0.041556228,-0.14688687,-0.12818187,-0.15904187,-0.003749065,-0.031284757,-0.00031539798,0.09018059,-0.05545205,-0.12686378,0.047260143,-0.13258916,0.06319238,0.007306292,0.030218689,0.059084695,0.10107548,0.061090574,-0.13661769,-0.017333725,0.055504378,0.10683194,0.030984934,-0.047181614,0.047036547,0.10740348,-0.021831602,-0.038725965,0.22066344,-0.15002729,-0.10659487,0.16698988,0.0036054887,0.037812658,-0.058143698,-0.010958664,-0.05734827,-0.01814657,-0.12981856,0.03749407,-0.115759484,-0.07355276,-0.0031374954,0.018330917,-0.05355449,0.00860418,-0.073513,0.06438661,0.00646428,0.028974902,-0.0314222,0.046926316,0.110324554,0.0703304,0.053813577,0.10724173,0.0061352253,-0.02395139,0.012631729,8.637458e-05,0.12728994,0.025801074,-0.028478686,0.16131379,-0.021954,-0.14308833,-0.08391097,0.10294588,0.022170577,-0.025309402,0.09830709,-0.026114302,-0.017161231,0.16276687,-0.078633815,-0.085157774,0.023144007,0.026467193,0.0059254616,-0.10737085,-0.028983174,0.16461214,0.012312315,-0.015385717,0.10856149,-0.03495293,0.0886963,0.015105035,-0.031035,-0.02465836,0.08424986,-0.062209047,-0.005135253,-0.02292092,-0.105179764,0.078985095,-0.10839136,0.025628485,0.022419542,0.06799151,-0.07083612,-0.06453099,-0.024045844,-0.15476969,0.066297814,-0.05861382,0.023341432,0.18325326,-0.19334337,-0.07153983,-0.03624372,-0.03467206,0.13846315,-0.032328114,0.045165386,-0.15111962,0.015688857,-0.022958769,-0.030213255,0.12300202,-0.01518528,-0.19411933,-0.27892774
Q42525,0.076011755,5.0514936e-05,-0.0026997067,-0.03730664,-0.038695797,0.041441754,-0.08093643,0.024991274,-0.07904126,0.020695258,-0.017183937,0.07932472,0.071884215,-0.010269731,-0.12153071,0.0066372156,-0.09789008,-0.021338407,0.04935885,-0.02463841,0.013164533,0.07414162,0.075645395,0.0037107992,-0.010995405,-0.00020293798,0.12573239,-0.12632738,0.019546317,-0.006957424,0.08034133,0.013957938,0.03233041,0.29684898,-0.09560599,-0.173013,0.08978233,0.00072850287,-0.04126883,-0.020284932,-0.09609134,-0.077289104,0.044763327,-0.3024246,0.13889866,-0.08120557,0.14563978,-0.02317274,0.030986786,-0.08509049,0.029286224,-0.022555018,0.049564037,-0.13044704,0.06488895,-0.03251443,-0.0154199,0.106258295,0.07499149,-0.064103454,0.16819048,-0.030602384,0.04047528,-0.039967272,0.1270915,0.07076849,0.07974512,-0.06919688,0.034007963,0.09130679,-0.1887387,-0.023580628,-0.011037588,0.00896506,-0.048551094,0.08584735,-0.022542667,-0.035716463,0.13208044,0.08514129,-0.053570382,0.0057085827,-0.0031517632,0.038916547,0.09497051,-0.13654572,0.021132713,-0.05776284,0.09699121,0.10314198,-0.050602376,0.02059991,-0.038368016,-0.03409449,0.029884566,0.008622921,-0.08752839,-0.026354523,0.007374333,-0.0029054657,0.03195691,-0.10478689,-0.0019822344,0.17848451,-1.4897436e-05,-0.06745585,-0.14774156,-0.03196906,-0.19396585,-0.09557547,0.020851519,-0.00026658177,0.024686579,-0.051159658,-0.10804782,-0.08799448,-0.036355212,0.09857918,0.04090236,-0.029662846,-0.06809222,0.0178676,0.014534671,-0.047839172,-0.033632275,-0.02093653,-0.03145029,-0.10676332
O95704,-0.1497758,-0.064143375,-0.09790161,0.06984155,0.040964104,-0.0319551,-0.063247815,0.1080936,0.029329296,0.060861293,-0.045349848,0.046678647,0.09627631,-0.15424934,0.060151327,-0.12508853,0.049065985,-0.029426055,-0.04096703,-0.04825028,0.045877986,-0.08166863,-0.0393084,0.0089571625,-0.04648511,-0.11394416,0.013458572,0.045954067,-0.00036421232,-0.036428485,-0.04846429,0.043171983,-0.01208998,0.037400864,-0.049865868,-0.024508435,-0.009740895,-0.043626137,-0.024956023,-0.059081405,0.10499827,0.12511843,-0.10263553,-0.062360264,-0.1656004,0.05060926,-0.03250277,-0.014207128,-0.041959986,-0.00046409667,-0.11736418,-0.05352214,-0.009171549,-0.099547416,-0.013815761,-0.11638892,0.024696484,-0.14054677,0.020543784,0.06219025,-0.06690615,-0.11373042,-0.043212663,-0.020051733,0.061635025,0.09986892,-0.009205572,-0.09789837,-0.09790755,0.07437043,-0.016643584,-0.037133664,0.07679984,0.14084674,-0.002999939,0.09160583,-0.15931223,-0.14576039,-0.010915194,-0.02482149,0.07870858,-0.046886414,-0.0068331175,-0.0013370207,0.0485325,-0.038584948,-0.0061161723,-0.05785431,-0.00075893104,0.080250755,-0.10755548,-0.0008395016,0.09039332,0.15670544,0.12780991,-0.061395764,0.043077078,0.014444649,0.03900631,0.1011253,0.03460198,0.0020558313,-0.05757443,-0.074743815,0.039002046,-0.040969342,0.006001111,-0.039889026,-0.05358714,-0.019046005,-0.08466509,-0.00096924603,-0.044032704,-0.021322628,-0.070680685,-0.07028462,0.013568379,-0.02977307,-0.030377943,-0.019289332,-0.0028212806,0.040290304,-0.0030671544,0.13093078,-0.044751815,-0.022600738,-0.021519804,-0.048491433
P0A3J0,-0.011968344,-0.11516419,-0.037390348,0.06090209,0.04134278,-0.013841603,0.14329389,-0.03887095,0.014982905,0.06323394,-0.02449518,0.053594857,-0.049940486,0.16911002,-0.15474924,-0.0013296604,-0.00062111765,0.0061450377,-0.0004166658,-0.013832049,0.079532415,0.050421394,-0.046701856,0.08592071,0.103775725,-0.078256965,0.11846179,-0.3125886,0.012636287,-0.032664116,-0.023094242,-0.12098998,0.025035344,0.24649875,-0.06281316,-0.069076926,0.06740992,-0.01086838,-0.104639344,-0.029997636,-0.025532432,0.0127828885,0.14297757,-0.50158334,0.28076065,-0.13860865,0.4037043,0.10337279,0.028578142,0.0002478864,0.065871924,0.0068769753,0.04294127,-0.1899917,-0.07577381,0.010061663,0.0108060185,-0.0044421665,-0.054280434,-0.018509943,-0.0047861747,-0.06158962,0.0500208,0.14606689,0.31706485,-0.10846663,-0.010360032,-0.172521,-0.05719772,0.0658161,-0.106347434,0.05499149,-0.053767025,0.040787958,-0.032067772,-0.07919608,0.08085912,0.12022546,0.13911149,0.088292256,0.09618742,-0.08102672,-0.04946047,0.016585428,0.16541266,-0.16593273,-0.03136383,-0.18330249,0.045976803,0.020683512,-0.075762905,-0.07552697,0.09644104,-0.043613862,0.15619843,-0.028615005,-0.109126255,0.012804849,-0.037130196,0.010987196,-0.044324428,-0.029607367,-0.06225062,0.13363008,-0.019331455,-0.010988673,-0.19223227,-0.059675556,-0.12000662,-0.12976548,-0.082314104,0.14457163,-0.080228455,-0.041936465,-0.09395833,-0.0038863383,0.083752215,0.0367231,-0.018451279,-0.05449436,-0.052747518,0.06186553,0.13212378,-0.04624529,0.08914104,-0.07705855,0.04211361,0.02736957
P0A0M0,-0.02467716,-0.041345708,-0.051549125,0.009622157,0.016879058,-0.025142647,0.10975769,-0.027545894,0.097024634,0.06368679,-0.009055974,-0.096741125,-0.076639816,0.0545849,-0.06959969,-0.017445054,0.10011993,-0.022067845,-0.015977269,-0.19680312,0.26378366,0.23084329,-0.005621395,0.08295481,-0.067413904,0.011980176,0.27590472,0.045025412,-0.10376489,0.0718612,0.030460114,-0.15150863,0.06001695,0.052985705,-0.008002559,0.031263664,-0.10348974,0.0064010173,-0.0110262865,0.05855705,-0.065246485,0.008674882,-0.009441461,-0.06352109,-0.14437863,-0.37718529,-0.05418899,-0.28908697,0.07330985,0.07236986,-0.025714207,0.06737934,-0.043863434,-0.029702624,-0.11090332,-0.025832321,-0.03782607,-0.1030953,0.07800001,0.10980809,-0.0430265,-0.045611367,-0.11238427,-0.007935941,-0.11718535,-0.036332306,-0.043373115,0.055610962,-0.00026735011,-0.21177721,0.081291795,0.012593115,0.034599483,0.131939,-0.07940212,0.11018491,-0.07699687,-0.100619614,0.15116124,-0.12598072,-0.1206396,0.14453948,-0.13382684,-0.0077022747,0.017636742,-0.011589799,-0.097944975,-0.111089885,0.19203705,0.043034084,0.041409813,0.18366128,0.11650716,-0.101945974,0.010974485,-0.13150169,0.0039027836,0.004920303,-0.016126242,0.049049225,-0.24415888,-0.020637378,0.123355985,0.02372288,0.10232468,0.04785497,0.06014674,0.12794621,-0.027296014,-0.12178953,-0.2556797,-0.035466943,0.041699518,-0.09070979,0.09900902,-0.02088946,0.083934784,0.01277109,0.003173964,-0.100206085,0.12632357,-0.11193203,-0.055274285,-0.0675488,-0.014356468,0.0802532,0.06768694,-0.027225628
Q9Y4K3,-0.05165825,-0.004157955,-0.064389236,0.11972991,0.054018103,0.07634451,0.042471305,0.003058496,-0.032985024,-0.11650832,-0.06291257,0.01724226,-0.0060522966,-0.0066402107,0.046772707,0.04642239,0.046163924,-0.059434585,0.049899157,0.0025439914,0.002529875,0.019415624,0.033720896,0.04478074,0.052503213,0.046196904,-0.011597689,0.03840806,-0.017503902,0.00085147936,-0.071571,0.005999647,0.015985146,0.20898235,-0.06265053,-0.1919692,0.03119358,-0.026715621,-0.014906641,-0.0342825,0.026359823,-0.057375308,0.13738234,-0.0023562536,-0.042939432,-0.1459777,0.03250072,-0.0030811504,0.059129808,-0.048270263,-0.031805765,0.04685297,0.026183793,0.014495999,0.026337992,-0.079665214,-0.041611586,0.0823833,-0.018355288,-0.073999375,-0.0539237,-0.035232507,-0.024711635,0.04316849,0.032570504,-0.05789445,-0.006821342,-0.11094505,0.016703708,0.033873774,-0.014928142,-0.06173665,-0.058351427,-0.015473891,0.06223845,0.10670413,0.0077045094,0.061045554,0.058594428,-0.0353963,0.016941488,0.02244486,0.015860576,-0.0015563034,0.044209536,-0.154656,-0.009195965,-0.05352152,0.02333149,-0.021552145,-0.030797133,0.0030799508,-0.014756789,-0.035051174,0.10032224,0.04462171,-0.047601722,0.0022122096,-0.09360194,0.051561516,0.20294668,-0.0663766,-0.06206541,0.00043421797,-0.07587909,-0.0569871,-0.04201687,0.015422989,-0.0176985,-0.0046187267,0.017181516,-0.028460408,-0.048907742,0.079645425,-0.009943274,-0.08001941,-0.040707223,-0.041405216,-0.0068860343,-0.03106496,-0.037461367,-0.06344417,-0.015246881,-0.070626184,-0.040946823,0.06787002,0.028089827,-0.17097661
O00463,-0.023055242,0.008411804,-0.06939532,0.16458057,0.06471442,0.053313356,0.05408771,0.011901602,0.0392199,-0.12037881,-0.09599332,0.011788055,-0.051003966,-0.029932018,-0.011046927,0.032264728,0.056960095,-0.05770438,0.029311825,-0.023330018,0.030168727,0.026629647,0.015996516,0.019914547,0.007920217,0.027651157,0.017450849,0.041423205,-0.04157331,-0.028633036,-0.08153031,-0.0039938493,-0.0025974587,0.28173065,-0.06974073,-0.18449827,0.02271366,-0.023889396,-0.040289402,-0.08178939,-0.035775118,-0.0915875,0.16860923,0.016172022,-0.0024606008,-0.08340276,-0.033384643,-0.049980693,0.035384707,-0.05107964,-0.0019218624,0.039888106,-0.008699108,-0.0017179884,0.02399002,-0.048092794,-0.06493701,0.079440966,-0.021568969,-0.10376309,-0.019890796,-0.021869067,-0.043850258,0.053791866,0.006083507,-0.08232463,-0.022676814,-0.13208038,0.04170775,-0.05043772,-0.0085823685,-0.05545313,-0.088697724,-0.030918293,0.07724053,0.12799385,0.047928505,0.06594345,0.055220194,0.0015985444,0.023050163,0.022831991,-0.020991977,0.016343543,0.025461596,-0.1338053,-0.021134637,-0.07817398,0.012583077,-0.0047438256,-0.034304813,0.027908886,-0.037939392,-0.052793283,0.025831472,0.053479105,-0.04805896,0.024805974,-0.09115936,0.07595867,0.16330826,-0.09457587,-0.06662031,-0.058533404,-0.08620883,-0.052387893,-0.04787308,-0.0077676736,0.03551024,-0.03883319,-0.03006459,-0.01815081,-0.049745902,0.09961225,0.008518184,-0.08335279,-0.03395622,-0.04188434,0.010225439,-0.028823106,-0.08239305,-0.12877661,-0.04801408,-0.1148956,-0.06638327,0.064879015,0.04051743,-0.1921217
P01501,0.20810166,-0.0054257046,-0.08606756,0.11704077,0.06520185,0.03810001,0.11681545,-0.004771188,-0.02314018,0.10617636,-0.08815719,-0.085406184,-0.06697117,-0.13732949,-0.029718842,-0.17607233,-0.07857458,0.07013309,-0.25706732,-0.09331716,-0.23892832,-0.06599948,0.04442298,0.017185867,0.12139726,0.13406901,-0.067072764,0.075969905,0.037405543,0.058592517,0.020542393,-0.05088248,-0.014593098,-0.063904345,0.0049068667,0.15728287,-0.17547083,-0.15181217,0.004448182,-0.12547426,0.14053598,0.1525524,0.13522294,0.052053317,-0.18339635,0.023480296,-0.23034534,0.0015675351,0.03755279,0.059900597,-0.06015189,0.08274728,0.12117939,-0.0126707405,0.044259176,0.04118887,-0.08438505,0.06556385,0.20201331,-0.16238694,0.08230168,-0.13044854,-0.0029572304,0.20026436,-0.38854557,-0.0035614504,0.10042323,0.11098754,0.028110038,-0.16350578,0.18324961,-0.19612063,0.26544806,0.056117665,-0.033809874,0.14055333,-0.036533587,0.14455011,0.30425712,0.08448515,-0.016360193,-0.07723193,-0.17460811,0.111009225,0.068399474,0.25765187,-0.072637156,0.09115031,0.041347094,-0.012352303,0.03510372,-0.17051205,0.14002402,-0.0890456,-0.19340813,-0.099365756,-0.28273955,0.04033929,-0.012232996,0.016665123,0.03105858,0.07961747,0.0008972278,0.020300157,0.013768539,0.12206711,-0.18447691,-0.05265135,0.03296609,0.019925307,0.115664445,-0.15572494,0.062158253,0.18277639,0.017882356,0.017858835,-0.07254343,-0.061830394,-0.27018544,0.007816223,-0.008455614,-0.4825305,-0.16572239,-0.1349563,-0.06411788,0.46622214,-0.0009887242,0.48272172
Q13480,-0.2518266,0.056280702,0.01577637,-0.060208667,0.107907325,0.03181544,0.06320901,0.0443756,0.12763293,-0.029289104,0.014614034,-0.023507666,-0.01151536,0.008542307,0.29523143,0.09176034,0.21377417,-0.030857075,0.110533774,-0.0002440717,-0.25959158,0.037332762,-0.048483893,0.008620122,-0.09743814,-0.043502886,-0.06843281,0.23793289,0.09343024,-0.035907883,-0.002944691,0.05676913,0.0023784135,-0.10211781,0.0067955684,0.009519722,-0.1594123,0.031472754,0.015565901,-0.11536145,-0.0013276711,0.15448815,-0.009822205,0.09468922,-0.052751325,-0.022657968,-0.114390895,0.046171807,-0.034138493,-0.03806777,0.058243822,0.020479994,-0.030333493,-0.17951854,0.02396638,0.07674605,-0.0020672893,-0.09704037,-0.08690366,0.029535793,-0.079397626,-0.0014923848,0.05371943,0.16759026,-0.030740432,0.040978696,0.07553932,-0.2627948,-0.13779213,0.09807796,-0.0973891,0.10212508,0.08188358,-0.011113882,0.05530805,-0.04219653,0.040700674,-0.099079475,-0.070811436,-0.26354694,0.1815513,-0.201249,0.11266312,-0.036568586,0.1960208,0.032367907,-0.08765436,-0.07977036,-0.005779393,-0.08315854,-0.1053229,-0.001958102,0.04882423,0.0025655292,0.2317803,0.055127665,0.0917314,0.03581858,0.036143836,-0.059626482,0.24411698,0.044611927,-0.1275215,-0.29902142,0.14265677,-0.01713792,0.07887204,0.100227445,0.5032376,-0.048470367,-0.32331502,0.008839808,-0.15219124,-0.17708059,0.010025462,0.04141809,0.0047728345,0.032542504,-0.08389497,-0.014524749,0.11087993,0.10683207,-0.018967055,0.043446094,-0.22567098,-0.18479672,0.10523248,0.17922999
P00546,-0.010396767,-0.08921023,-0.05183153,0.08678499,0.012810279,0.004391648,0.07041856,-0.014931028,0.024756338,0.026752573,-0.0038009211,-0.06361545,0.105266765,0.081507936,-0.06668702,0.066928774,0.042570442,-0.024761764,-0.036148194,0.07223426,0.06913437,0.19088815,0.008653296,-0.06800076,-0.063745774,-0.0038674502,0.09493023,-0.15650201,0.01067327,0.14269798,0.027873527,0.057251047,-0.058902968,0.029803675,0.038808893,0.090388805,0.0244128,-0.05059181,-0.1034747,-0.09364751,0.14012793,0.05788418,0.06504494,-0.3876543,0.0783501,-0.3623941,0.28618866,-0.019590326,0.13829637,0.011452107,0.117351905,0.16762345,-0.16376086,-0.054789156,-0.014218146,-0.022894002,0.028557863,0.018065047,-0.063853145,-0.08541269,-0.018435828,0.08462082,-0.23116481,0.08006966,0.1317085,-0.14049163,0.027543262,-0.032789335,-0.053523973,0.0060254782,-0.059651628,0.09726601,-0.09069739,0.04518587,-0.07772511,0.18241505,0.098225385,-0.06266144,-0.07408537,0.07843735,0.01496111,-0.014802467,-0.19028421,0.057399705,-0.106694266,-0.24619582,-0.09236674,0.044053257,0.06553437,0.007675411,-0.17064,0.07824435,0.01907991,0.028873462,-0.11168581,-0.06002838,0.24597168,-0.1332934,-0.012560752,0.12813252,-0.030609116,0.022076987,-0.08466479,0.112200074,0.09590353,0.11214505,0.111327,0.046833947,-0.28644398,-0.14792605,-0.055675533,0.029259026,-0.11884165,-0.120979324,0.11024511,0.05448915,-0.03145832,0.24275018,0.011886483,-0.031970326,-0.19057038,0.044182315,-0.23728178,-0.013393577,-0.058566347,0.009287544,0.022096036,-0.082452044
P68777,0.11041117,0.06744674,-0.067705855,-0.038803626,-0.08496879,0.08160842,0.031051008,-0.01346264,-0.11135663,-0.03618379,0.01617239,-0.0668321,-0.03724422,0.07610619,-0.22107974,0.06089157,-0.20590487,-0.0040451903,0.09321515,-0.07101854,0.09533675,-0.04793633,-0.07529253,-0.027977824,0.018028658,-0.096771106,0.14354256,-0.25124565,-0.08625482,0.12338711,-0.0022266433,0.02305369,0.14258623,-0.064063326,-0.017177703,-0.0216377,0.027767297,-0.04085936,-0.1705528,-0.05926227,0.012772355,0.0327378,0.08634068,-0.4279812,0.1675882,-0.27937454,0.19914493,0.07026883,-0.10617669,0.04954955,-0.0749466,0.10318006,0.012504093,0.12439002,-0.1812031,0.1008876,0.01417722,-0.015242509,0.09737532,-0.01473039,-0.04605463,-0.08695602,-0.037051108,0.07004407,0.07462076,0.121346,-0.0011229329,0.07285074,-0.03611681,0.0032353662,-0.12358847,0.16302346,-0.10006948,0.009434968,0.031028787,0.033388734,0.102143824,-0.03606901,0.1269236,-0.098081,0.07624964,-0.13323125,-0.006757971,-0.0007539913,0.05132873,0.0056387745,0.014892587,0.05241409,-0.066499114,-0.07206549,0.06059861,0.026105747,-0.0064449348,-0.06036142,0.11111263,-0.059552796,-0.0057873987,0.03332878,0.08639789,-0.026938885,0.06261405,-0.008801392,-0.06465367,0.19348495,0.023658473,0.06312855,0.00045484584,-0.060019027,-0.32119298,-0.09083,0.000107213855,-0.07140248,-0.054479785,-0.16075958,-0.031301044,0.0023979265,-0.015093997,0.011403317,-0.017154425,-0.0009929934,-0.12020087,0.08066075,0.02142185,0.045862332,-0.10339029,-0.046874814,0.08570424,-0.09887536
